id,compound_name,is_super,slug,properties_count,image_url,min_price,max_price,min_unit_area,max_unit_area,available_bathrooms,available_bedrooms,developer_id,developer_name,developer_logo,area_id,area_name,sponsored,max_installment_years,min_down_payment,min_ready_by,properties_ids,sum_10_properties_min_price,lat,long,has_offer,has_launches,is_launch,offer_title,limited_time_offer,property_types,property_types_count
195,Mountain View ICity New Cairo,True,195-mountain-view-icity-new-cairo,7,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1109/medium_9FUwiPzCVGKUYDSGWiooLCRPNRBqoc.jpg,7584822,14559080,130,295,[3],[3],6,DMG,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/6/DMG.jpg,2,New Cairo,0,9,758483,2027-01-01,"[35486, 35487, 35489, 35490, 35495, 35497, 35502]",117896389,30.06518157,31.5935075,False,False,False,"5% Down Payment , instalments up to 9 years",True,"['Apartment', 'Villa', 'Townhouse', 'Duplex', 'Penthouse']","[{'id': 21, 'name': 'Apartment', 'count': 41, 'total': 41, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 6, 'total': 6, 'rank': 2}, {'id': 7, 'name': 'Townhouse', 'count': 2, 'total': 2, 'rank': 4}, {'id': 3, 'name': 'Duplex', 'count': 14, 'total': 14, 'rank': 5}, {'id': 4, 'name': 'Penthouse', 'count': 1, 'total': 1, 'rank': 6}]"
274,ZED ,True,274-zed-el-sheikh-zayed-ora,7,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1756/medium_4v3a3ATaPMrzcl1VKlbflv2xfqdlz4.jpg,10273202,20284992,160,301,"[3, 4]","[3, 4]",85,Ora Developers,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/85/Ora.jpg,26,El Sheikh Zayed,0,8,513661,2024-10-31,"[41998, 41999, 42002, 42110, 42111, 42217, 42528]",129709414,30.0466084,31.00310115,False,False,False,,True,"['Apartment', 'Duplex', 'Penthouse', 'Studio']","[{'id': 21, 'name': 'Apartment', 'count': 10, 'total': 10, 'rank': 1}, {'id': 3, 'name': 'Duplex', 'count': 1, 'total': 1, 'rank': 5}, {'id': 4, 'name': 'Penthouse', 'count': 1, 'total': 1, 'rank': 6}, {'id': 9, 'name': 'Studio', 'count': 1, 'total': 1, 'rank': 8}]"
202,Bloomfields ,True,202-bloomfields-tatweer-misr-mostakbal-city,76,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1226/medium_pVJ781bCSgxCPxkUU6GOezo8PZrxee.jpg,3664000,16210000,70,287,"[1, 2, 3, 4]","[1, 2, 3, 4]",33,Tatweer Misr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/33/Tatweer_Misr.jpg,10,Mostakbal City,0,8,209350,2023-12-30,"[17436, 31836, 31839, 31844, 31847, 31848, 31849, 31852, 31853, 31854]",35147621,30.07020759,31.64958959,False,False,False,,True,"['Apartment', 'Duplex', 'Studio']","[{'id': 21, 'name': 'Apartment', 'count': 76, 'total': 76, 'rank': 1}, {'id': 3, 'name': 'Duplex', 'count': 12, 'total': 12, 'rank': 5}, {'id': 9, 'name': 'Studio', 'count': 3, 'total': 3, 'rank': 8}]"
223,Badya ,True,223-badya-palm-hills,42,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/2598/medium_83UEFd4hE4AdEzz23ZzmNDJpGupVr7.jpg,4782600,31084000,107,499,"[2, 3, 4, 6, 7, 8]","[2, 3, 4, 5, 6]",16,Palm Hills Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/16/Palm_Hills.jpg,1,6th of October City,0,10,0,2023-11-29,"[9742, 11180, 13044, 16026, 19171, 19199, 19613, 19662, 26455, 26456]",44446502,29.85478852,30.90711593,False,False,False,,True,"['Apartment', 'Villa', 'Townhouse', 'Penthouse', 'Studio']","[{'id': 21, 'name': 'Apartment', 'count': 48, 'total': 48, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 13, 'total': 13, 'rank': 2}, {'id': 7, 'name': 'Townhouse', 'count': 2, 'total': 2, 'rank': 4}, {'id': 4, 'name': 'Penthouse', 'count': 3, 'total': 3, 'rank': 6}, {'id': 9, 'name': 'Studio', 'count': 1, 'total': 1, 'rank': 8}]"
148,Palm Hills New Cairo,True,148-palm-hills-new-cairo,7,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/3925/medium_5.jpg,18886000,72968000,190,611,"[4, 7, 8]","[3, 4, 6]",16,Palm Hills Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/16/Palm_Hills.jpg,2,New Cairo,0,9,944300,2022-12-30,"[22676, 23315, 28769, 28770, 32932, 37716, 42215]",487964000,30.05965847,31.5986404,False,False,False,,True,"['Apartment', 'Villa', 'Twinhouse', 'Townhouse']","[{'id': 21, 'name': 'Apartment', 'count': 13, 'total': 13, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 12, 'total': 12, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 3, 'total': 3, 'rank': 3}, {'id': 7, 'name': 'Townhouse', 'count': 1, 'total': 1, 'rank': 4}]"
345,ZED East,False,345-zed-east,20,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/2023/medium_arIyegCDhxXdK3fqhP7CYG3oYjumR9.jpg,5695000,47013000,76,387,"[0, 1, 3, 5]","[0, 1, 2, 3, 4]",85,Ora Developers,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/85/Ora.jpg,2,New Cairo,0,8,284750,2025-08-21,"[10737, 10739, 37474, 37475, 37476, 37479, 37480, 37481, 37482, 37836]",102860000,29.97580103,31.57048426,False,False,False,,True,"['Apartment', 'Duplex', 'Office']","[{'id': 21, 'name': 'Apartment', 'count': 30, 'total': 30, 'rank': 1}, {'id': 3, 'name': 'Duplex', 'count': 4, 'total': 4, 'rank': 5}, {'id': 8, 'name': 'Office', 'count': 6, 'total': 6, 'rank': 10}]"
422,Mountain View iCity October,True,422-mountain-view-icity-october,5,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/3575/medium_4.jpg,7604330,10626079,175,220,"[2, 3]","[2, 3, 4]",6,DMG,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/6/DMG.jpg,1,6th of October City,0,8,1520866,2024-10-30,"[33462, 33517, 33777, 33794, 33932]",44347013,29.99857739,30.92968941,False,False,False,,True,"['Apartment', 'Duplex']","[{'id': 21, 'name': 'Apartment', 'count': 22, 'total': 22, 'rank': 1}, {'id': 3, 'name': 'Duplex', 'count': 5, 'total': 5, 'rank': 5}]"
176,SODIC East,True,176-sodic-east,25,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1078/medium_88s6BHjqg4Nt1SaCPvc6japMI9TyDh.jpg,6075000,29956000,125,392,"[3, 4, 5]","[2, 3, 4]",8,SODIC,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/8/Sodic.jpg,16,New Heliopolis,0,8,303750,2027-08-30,"[39121, 39123, 39127, 39128, 39129, 39130, 39131, 39132, 39133, 39134]",65870000,30.16053008,31.66792182,False,False,False,,True,"['Apartment', 'Villa', 'Twinhouse', 'Townhouse', 'Duplex']","[{'id': 21, 'name': 'Apartment', 'count': 21, 'total': 21, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 6, 'total': 6, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 3, 'total': 3, 'rank': 3}, {'id': 7, 'name': 'Townhouse', 'count': 4, 'total': 4, 'rank': 4}, {'id': 3, 'name': 'Duplex', 'count': 1, 'total': 1, 'rank': 5}]"
222,DISTRICT 5,True,222-di5trict-district-5,16,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1595/medium_kJUXSo24gg8Ip4IOEIZdmQnACRdIUV.jpg,7935000,18920000,81,218,"[2, 3]","[1, 2, 3]",65,Marakez,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/65/Marakez.jpg,2,New Cairo,0,7,793500,2027-06-30,"[33445, 42432, 42433, 42435, 42436, 42437, 42438, 42439, 42440, 42441]",135351000,29.95127184,31.45042583,False,False,False,,True,"['Apartment', 'Townhouse', 'Duplex', 'Penthouse']","[{'id': 21, 'name': 'Apartment', 'count': 19, 'total': 19, 'rank': 1}, {'id': 7, 'name': 'Townhouse', 'count': 1, 'total': 1, 'rank': 4}, {'id': 3, 'name': 'Duplex', 'count': 2, 'total': 2, 'rank': 5}, {'id': 4, 'name': 'Penthouse', 'count': 1, 'total': 1, 'rank': 6}]"
90,Il Monte Galala,True,90-il-monte-galala,12,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/6828/medium_Screenshot_1.png,7028000,29220000,95,255,"[2, 3, 4]","[2, 3, 4]",33,Tatweer Misr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/33/Tatweer_Misr.jpg,4,Ain Sokhna,0,8,702800,2027-01-01,"[31767, 38920, 38921, 38923, 38928, 38929, 39392, 39396, 39397, 39398]",83162000,29.50067982,32.41215316,False,False,False,,True,"['Villa', 'Twinhouse', 'Townhouse', 'Chalet', 'Studio']","[{'id': 1, 'name': 'Villa', 'count': 8, 'total': 8, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 5, 'total': 5, 'rank': 3}, {'id': 7, 'name': 'Townhouse', 'count': 2, 'total': 2, 'rank': 4}, {'id': 5, 'name': 'Chalet', 'count': 27, 'total': 27, 'rank': 7}, {'id': 9, 'name': 'Studio', 'count': 1, 'total': 1, 'rank': 8}]"
258,O West Orascom,True,258-o-west-orascom,79,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1619/medium_0UJ5Gy5fYaAl89WpJR4n9JIbsFnhQe.jpg,8067000,52743000,116,517,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5]",35,Orascom Development Egypt,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/35/Orascom.jpg,1,6th of October City,0,7,403350,2023-12-30,"[11280, 25113, 25114, 27123, 27125, 27127, 27588, 27999, 30603, 32693]",91189000,29.96368335,30.99575611,False,False,False,,True,"['Apartment', 'Villa', 'Twinhouse', 'Townhouse', 'Duplex', 'Penthouse']","[{'id': 21, 'name': 'Apartment', 'count': 60, 'total': 60, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 7, 'total': 7, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 6, 'total': 6, 'rank': 3}, {'id': 7, 'name': 'Townhouse', 'count': 2, 'total': 2, 'rank': 4}, {'id': 3, 'name': 'Duplex', 'count': 9, 'total': 9, 'rank': 5}, {'id': 4, 'name': 'Penthouse', 'count': 6, 'total': 6, 'rank': 6}]"
181,Il Bosco New Capital,True,181-il-bosco-new-capital,23,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1209/medium_cgYh6k0hFysdbsKAoNa3RzFq3EypyP.jpg,4897558,37263845,122,638,"[2, 3, 6, 7]","[2, 3, 5]",55,Misr Italia Properties,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/55/misr.png,9,New Capital City,0,9,247609,2023-01-29,"[8395, 8430, 9171, 11471, 22976, 29216, 29217, 29223, 29225, 29485]",50081834,29.97459034,31.73014799,False,False,False,,True,"['Apartment', 'Villa', 'Twinhouse']","[{'id': 21, 'name': 'Apartment', 'count': 31, 'total': 31, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 3, 'total': 3, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 1, 'total': 1, 'rank': 3}]"
521,Hacienda West,False,521-hacienda-west,9,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound/cover_image/521/Hacienda_West.jpg,20734238,42903000,155,353,"[3, 4]","[3, 4]",16,Palm Hills Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/16/Palm_Hills.jpg,3,North Coast,0,7,2073424,2025-06-30,"[19292, 22634, 22635, 22637, 31497, 36680, 36871, 39983, 40183]",214740912,31.08954507,27.95402526,False,False,False,,True,"['Villa', 'Twinhouse', 'Chalet']","[{'id': 1, 'name': 'Villa', 'count': 1, 'total': 1, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 1, 'total': 1, 'rank': 3}, {'id': 5, 'name': 'Chalet', 'count': 9, 'total': 9, 'rank': 7}]"
530,Silversands ,True,530-silversands-north-coast,5,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/5248/medium_3A-Back-01-S1.jpg,21192000,108754300,181,298,"[3, 4, 5]","[3, 4, 5]",85,Ora Developers,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/85/Ora.jpg,3,North Coast,0,6,2119200,2026-08-31,"[39879, 39882, 39898, 41291, 41874]",223028000,31.18973063,27.59368658,False,False,False,,True,"['Apartment', 'Villa', 'Twinhouse', 'Chalet']","[{'id': 21, 'name': 'Apartment', 'count': 1, 'total': 1, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 4, 'total': 4, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 2, 'total': 2, 'rank': 3}, {'id': 5, 'name': 'Chalet', 'count': 8, 'total': 8, 'rank': 7}]"
929,Solare,False,929-misr-italia-ras-el-hikma,11,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/5927/medium_Screenshot_20230505_123927.jpg,6427481,23073440,134,271,"[2, 3, 4, 5]","[3, 4]",55,Misr Italia Properties,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/55/misr.png,3,North Coast,0,8,321375,2027-11-30,"[36379, 36380, 36381, 36387, 36388, 36389, 36390, 38063, 38064, 38065]",67680301,31.17932188,27.86629013,True,False,False,,True,"['Villa', 'Twinhouse', 'Townhouse', 'Chalet']","[{'id': 1, 'name': 'Villa', 'count': 4, 'total': 4, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 2, 'total': 2, 'rank': 3}, {'id': 7, 'name': 'Townhouse', 'count': 3, 'total': 3, 'rank': 4}, {'id': 5, 'name': 'Chalet', 'count': 3, 'total': 3, 'rank': 7}]"
62,Palm Hills Golf Extension,,62-palm-hills-golf-extension,2,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/372/medium_9aVQutzwERuZS8qsG1T4iVZ8sKx5HV.jpg,44165000,54459000,342,480,"[4, 6]","[3, 4]",16,Palm Hills Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/16/Palm_Hills.jpg,1,6th of October City,0,8,4416500,2020-09-29,"[19685, 28092]",145062000,29.99620384,31.03482084,False,False,False,,True,['Villa'],"[{'id': 1, 'name': 'Villa', 'count': 5, 'total': 5, 'rank': 2}]"
186,Taj City,True,186-taj-city,19,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1059/medium_0esAU3PwydvN3yZ4KyDjpXC9iexiYj.png,2745024,20344797,66,281,"[1, 2, 3, 4, 5]","[1, 2, 3]",54,Madinet Masr ,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/54/MMHD.png,2,New Cairo,0,8,137252,2026-11-10,"[30357, 30360, 30361, 32185, 32238, 32739, 33157, 33158, 33159, 33161]",25719372,30.07660644,31.42843546,False,False,False,,True,"['Apartment', 'Villa', 'Townhouse', 'Duplex', 'Studio']","[{'id': 21, 'name': 'Apartment', 'count': 18, 'total': 18, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 1, 'total': 1, 'rank': 2}, {'id': 7, 'name': 'Townhouse', 'count': 2, 'total': 2, 'rank': 4}, {'id': 3, 'name': 'Duplex', 'count': 3, 'total': 3, 'rank': 5}, {'id': 9, 'name': 'Studio', 'count': 3, 'total': 3, 'rank': 8}]"
868,Bluetree,False,868-bluetree,7,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/5900/medium_blue_tree_2.png,5486000,11574000,125,240,"[2, 3]","[2, 3, 4]",121,Sky AD Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/121/logo.jpg,2,New Cairo,0,8,548600,2027-05-31,"[33823, 37044, 40607, 40608, 40611, 40612, 40613]",60686000,30.02392158,31.5348816,False,False,False,,True,['Apartment'],"[{'id': 21, 'name': 'Apartment', 'count': 8, 'total': 8, 'rank': 1}]"
884,Leaves,False,884-leaves,16,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound/cover_image/884/leaves.png,2783580,10769790,75,285,"[2, 3, 4]","[1, 3, 4]",109,El Attal Holding,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/109/Pwngp6HGnpQBd5PFqVZ5VYBuMCtdKkElAttal_holding_logo.jpg,1,6th of October City,0,8,278358,2027-07-31,"[38104, 38105, 38109, 38112, 38113, 38114, 38116, 38117, 38118, 38120]",52149540,30.0205207,31.04922821,False,False,False,,True,"['Apartment', 'Duplex']","[{'id': 21, 'name': 'Apartment', 'count': 14, 'total': 14, 'rank': 1}, {'id': 3, 'name': 'Duplex', 'count': 2, 'total': 2, 'rank': 5}]"
490,Il Bosco City ,True,490-il-bosco-city-new-cairo,24,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/4326/medium_4-1-1.jpg,4133821,32717214,103,459,"[2, 3, 4, 6]","[2, 3, 5]",55,Misr Italia Properties,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/55/misr.png,10,Mostakbal City,0,9,206692,2025-09-30,"[12633, 30293, 30294, 32994, 32995, 33196, 33197, 39159, 39160, 39161]",42613817,30.0701153,31.66105271,True,False,False,,True,"['Apartment', 'Villa', 'Townhouse', 'Duplex']","[{'id': 21, 'name': 'Apartment', 'count': 15, 'total': 15, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 4, 'total': 4, 'rank': 2}, {'id': 7, 'name': 'Townhouse', 'count': 3, 'total': 3, 'rank': 4}, {'id': 3, 'name': 'Duplex', 'count': 11, 'total': 11, 'rank': 5}]"
754,Ninety Avenue,,754-ninety-avenue,8,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/5765/medium_1.png,6993639,16290598,157,282,"[2, 3, 4]","[2, 3, 4]",221,Tabarak Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/221/cropped-fav.png,2,New Cairo,0,8,930823,2024-01-01,"[37734, 39595, 40295, 41680, 41825, 41953, 41954, 42256]",85115110,0.0,0.0,False,False,False,,True,"['Apartment', 'Duplex', 'Penthouse']","[{'id': 21, 'name': 'Apartment', 'count': 8, 'total': 8, 'rank': 1}, {'id': 3, 'name': 'Duplex', 'count': 1, 'total': 1, 'rank': 5}, {'id': 4, 'name': 'Penthouse', 'count': 1, 'total': 1, 'rank': 6}]"
920,Space Mall,False,920-space-mall,13,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/7424/medium_Screenshot_2.png,3041178,35130375,37,200,[0],[0],135,Gates Development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/135/gates_dev.jpg,26,El Sheikh Zayed,0,7,152059,2026-11-30,"[33859, 33860, 35171, 36111, 36631, 39383, 39872, 40920, 40922, 40926]",44279231,30.0281216,31.02441951,False,False,False,,True,"['Clinic', 'Office', 'Retail']","[{'id': 13, 'name': 'Clinic', 'count': 4, 'total': 4, 'rank': 9}, {'id': 8, 'name': 'Office', 'count': 2, 'total': 2, 'rank': 10}, {'id': 10, 'name': 'Retail', 'count': 7, 'total': 7, 'rank': 12}]"
549,The Median Residences,False,549-the-median-residences,21,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/3400/medium_1.jpg,3552000,9908000,60,215,"[1, 2, 3]","[1, 2, 3]",216,EGYGAB,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/216/Egy-Gab-Developments-19961-372x300.jpg,2,New Cairo,0,8,355200,2027-01-30,"[29924, 40950, 41004, 41005, 41006, 41007, 41008, 41017, 41018, 41494]",49811000,30.07139661,31.41274452,False,False,False,,True,"['Apartment', 'Villa']","[{'id': 21, 'name': 'Apartment', 'count': 19, 'total': 19, 'rank': 1}, {'id': 1, 'name': 'Villa', 'count': 4, 'total': 4, 'rank': 2}]"
843,Radium,False,843-cloud-east,40,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound/cover_image/843/make-place-developments_Radium_E-Brochure_no_hotline_2023-04-04_008.jpg,4361544,46166237,45,344,[0],[0],257,Make Place Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/257/Screenshot_2023-02-06_124648.png,2,New Cairo,0,8,436155,2025-12-31,"[32516, 32517, 32520, 32522, 32523, 32524, 32525, 32529, 32533, 32534]",46381976,30.06790548,31.52423859,False,False,False,,True,"['Clinic', 'Office', 'Retail']","[{'id': 13, 'name': 'Clinic', 'count': 4, 'total': 4, 'rank': 9}, {'id': 8, 'name': 'Office', 'count': 16, 'total': 16, 'rank': 10}, {'id': 10, 'name': 'Retail', 'count': 20, 'total': 20, 'rank': 12}]"
798,Garden Lakes,False,798-garden-lakes,11,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound/cover_image/798/Hyde_Park.jpg,5650000,17990000,65,242,"[1, 2, 3, 4]","[1, 2, 3]",15,Hyde Park,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/15/QwyW57CkvlEWufmwf7K8z9UBE3rjpHlogo.jpg,1,6th of October City,0,8,282500,2027-03-30,"[35640, 38946, 39899, 40404, 40405, 40603, 40909, 41138, 41139, 42128]",68110000,29.98356822,31.04667654,False,False,False,,True,"['Apartment', 'Twinhouse', 'Townhouse']","[{'id': 21, 'name': 'Apartment', 'count': 9, 'total': 9, 'rank': 1}, {'id': 6, 'name': 'Twinhouse', 'count': 1, 'total': 1, 'rank': 3}, {'id': 7, 'name': 'Townhouse', 'count': 3, 'total': 3, 'rank': 4}]"
903,Livelli,False,903-livelli,4,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound/cover_image/903/livelli1.jpg,5249700,20373950,27,140,[0],[0],305,Arabco Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/305/arabco_dev.png,2,New Cairo,0,6,524970,2026-06-30,"[35398, 37062, 38547, 38549]",62224080,30.02332706,31.54174805,False,False,False,,True,"['Office', 'Retail']","[{'id': 8, 'name': 'Office', 'count': 1, 'total': 1, 'rank': 10}, {'id': 10, 'name': 'Retail', 'count': 3, 'total': 3, 'rank': 12}]"
316,Majada Iwan ,False,316-majada-iwan-el-sokhna,16,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/1866/medium_Zp2uft6cQofTMr3s5rTSHUkwd5DfCC.jpg,3302278,23428279,74,367,"[1, 2, 3, 4, 6]","[1, 2, 3, 4]",71,IWAN Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/71/iwan_dev.jpg,4,Ain Sokhna,0,9,330228,2027-01-30,"[36393, 36394, 39732, 39733, 39736, 39740, 39741, 39742, 39743, 39744]",40485928,29.46629175,32.46005156,False,False,False,,True,"['Villa', 'Twinhouse', 'Chalet']","[{'id': 1, 'name': 'Villa', 'count': 1, 'total': 1, 'rank': 2}, {'id': 6, 'name': 'Twinhouse', 'count': 1, 'total': 1, 'rank': 3}, {'id': 5, 'name': 'Chalet', 'count': 14, 'total': 14, 'rank': 7}]"
1011,Regent's Square,False,1011-regents-square,5,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound/cover_image/1011/Screenshot_20230913_165639.jpg,7182560,10815551,116,173,"[2, 3]","[2, 3]",246,Al Dawlia Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/246/Al-Dawlia_logo_20230.png,2,New Cairo,0,7,718256,2026-12-30,"[41314, 41318, 41945, 41946, 41947]",90596692,30.0003888,31.51120663,False,False,False,,True,['Apartment'],"[{'id': 21, 'name': 'Apartment', 'count': 5, 'total': 5, 'rank': 1}]"
686,Al Karma Kay,False,686-al-karma-kay,18,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound/cover_image/686/Screenshot_2022-12-05_152523.png,5635046,11492717,90,261,"[1, 2, 3]","[1, 2, 3, 4]",108,AlKarma Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/108/al_karma_dev.jpg,26,El Sheikh Zayed,0,6,563505,2026-07-30,"[27412, 27413, 27418, 27421, 27424, 27430, 27431, 27432, 28149, 28152]",66957743,30.04643605,31.00908279,False,False,False,,True,"['Apartment', 'Penthouse']","[{'id': 21, 'name': 'Apartment', 'count': 17, 'total': 17, 'rank': 1}, {'id': 4, 'name': 'Penthouse', 'count': 1, 'total': 1, 'rank': 6}]"
469,Chess Field ,False,469-chess-field,11,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/2959/medium_logo.jpg,10844513,37200000,69,189,[0],[0],103,Al Jazi Egypt,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/103/J82Grjr6Bkla57b1xXCMUAaNG5wOkf71885809_136523571071414_2356213200250208256_o.png,2,New Cairo,0,6,1626677,2024-12-30,"[15802, 30738, 30741, 30742, 39703, 42531, 42532, 42533, 42534, 42535]",127001295,30.03573674,31.47823334,False,False,False,,True,"['Office', 'Retail']","[{'id': 8, 'name': 'Office', 'count': 8, 'total': 8, 'rank': 10}, {'id': 10, 'name': 'Retail', 'count': 3, 'total': 3, 'rank': 12}]"
648,Azad Views,False,648-azad-views,6,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/compound_image/image/3806/medium_2.jpg,7675276,13972210,112,209,"[2, 3]","[2, 3, 4]",67,Tameer,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/developer/logo_image/67/tameer_1.png,2,New Cairo,0,8,1151292,2026-10-31,"[40240, 40301, 41775, 41778, 41779, 41780]",87414529,30.01365248,31.50572359,False,False,False,,True,['Apartment'],"[{'id': 21, 'name': 'Apartment', 'count': 7, 'total': 7, 'rank': 1}]"
